episode,score,epsilon,memory_len
337,-38.66636882337692,0.05,100000
338,-59.6177769043982,0.05,100000
339,-55.62817278533474,0.05,100000
340,-62.2081943878097,0.05,100000
341,-96.72375162957914,0.05,100000
342,27.702783844295126,0.05,100000
343,-52.82858771101969,0.05,100000
344,-54.76688662804183,0.05,100000
345,-32.86924445540703,0.05,100000
346,100.08831893295877,0.05,100000
347,-66.37276049476596,0.05,100000
348,75.3601487968736,0.05,100000
349,-69.77466227963899,0.05,100000
350,-15.752022549129238,0.05,100000
351,86.84111606925369,0.05,100000
352,-55.216579830730964,0.05,100000
353,-57.11638506181658,0.05,100000
354,120.48603519311924,0.05,100000
355,55.21557195724837,0.05,100000
356,100.96803368662586,0.05,100000
357,7.766341149940209,0.05,100000
358,103.19320688653438,0.05,100000
359,172.34616901659518,0.05,100000
360,108.88104518783983,0.05,100000
361,136.48759254647055,0.05,100000
362,20.259971438426184,0.05,100000
363,131.34947946158974,0.05,100000
364,183.59411189671013,0.05,100000
365,198.70860478842295,0.05,100000
366,65.65737510583621,0.05,100000
367,173.13475729394744,0.05,100000
368,48.866444831560734,0.05,100000
369,164.23494349583007,0.05,100000
370,153.71995719677398,0.05,100000
371,179.406591978378,0.05,100000
372,170.63973621057318,0.05,100000
373,144.41267172355737,0.05,100000
374,114.45246551472707,0.05,100000
375,133.2778652445466,0.05,100000
376,-57.46455082868331,0.05,100000
377,133.9259726364433,0.05,100000
378,120.63891954346632,0.05,100000
379,189.2111809614508,0.05,100000
380,136.86569904489974,0.05,100000
381,173.3143895836266,0.05,100000
382,97.26104971265555,0.05,100000
383,144.25085217415207,0.05,100000
384,133.4239566837896,0.05,100000
385,238.64106999370918,0.05,100000
386,200.2748181260082,0.05,100000
387,-45.059623727694415,0.05,100000
388,200.61832896958074,0.05,100000
389,152.4591547822248,0.05,100000
390,164.49989463735,0.05,100000
391,214.07396840111812,0.05,100000
392,-337.7673199487459,0.05,100000
393,154.60540791314435,0.05,100000
394,138.73711455485608,0.05,100000
395,162.9748481740236,0.05,100000
396,165.30500550652954,0.05,100000
397,204.91714715942027,0.05,100000
398,202.23307861279108,0.05,100000
399,212.29925281284636,0.05,100000
400,164.79928147398294,0.05,100000
401,204.23464964962315,0.05,100000
402,113.83962906729309,0.05,100000
403,125.24402566724257,0.05,100000
404,135.45038141066226,0.05,100000
405,99.60148211255317,0.05,100000
406,178.704627835427,0.05,100000
407,151.98962462712916,0.05,100000
408,149.64751163820432,0.05,100000
409,169.89667155574028,0.05,100000
410,155.10411110739074,0.05,100000
411,-48.866816129568406,0.05,100000
412,-20.533159806775586,0.05,100000
413,133.30906860035023,0.05,100000
414,152.06675326550453,0.05,100000
415,134.20153678650576,0.05,100000
416,81.91646290456825,0.05,100000
417,118.51439693366035,0.05,100000
418,192.99709436386829,0.05,100000
419,123.49754308560883,0.05,100000
420,209.36753017368903,0.05,100000
421,158.91298050285096,0.05,100000
422,120.20851225885073,0.05,100000
423,64.317430683637,0.05,100000
424,149.06307430584948,0.05,100000
425,201.5753046080759,0.05,100000
426,237.49365885084134,0.05,100000
427,160.09069770594132,0.05,100000
428,98.30925386723776,0.05,100000
429,195.32380688723742,0.05,100000
430,152.93181184488049,0.05,100000
431,130.28310527999713,0.05,100000
432,200.58898914999435,0.05,100000
433,132.1395192087325,0.05,100000
434,221.6293682498854,0.05,100000
435,-112.75088542080451,0.05,100000
436,140.2501317707882,0.05,100000
437,95.56262949222722,0.05,100000
438,96.5188315729608,0.05,100000
439,177.88822192430766,0.05,100000
440,160.53634691319002,0.05,100000
441,116.14255261202706,0.05,100000
442,114.32649434134552,0.05,100000
443,208.8160708026296,0.05,100000
444,100.74839210754611,0.05,100000
445,162.82021340507907,0.05,100000
446,127.31498505543755,0.05,100000
447,120.31694297983806,0.05,100000
448,-35.58209971353209,0.05,100000
449,157.53634144201953,0.05,100000
450,64.73611602089069,0.05,100000
451,132.11866642188264,0.05,100000
452,74.08664651718323,0.05,100000
453,204.78901337775304,0.05,100000
454,89.69505401059521,0.05,100000
455,-103.9843146302483,0.05,100000
456,110.88130623109578,0.05,100000
457,153.0553699441351,0.05,100000
458,153.0573277418381,0.05,100000
459,105.19638450414685,0.05,100000
460,138.49782422520818,0.05,100000
461,137.86528003310787,0.05,100000
462,44.595048807832065,0.05,100000
463,76.95489949924757,0.05,100000
464,148.5778074219314,0.05,100000
465,135.02997399857355,0.05,100000
466,146.08161004283855,0.05,100000
467,141.45561558832318,0.05,100000
468,88.4765738547957,0.05,100000
469,126.85298059567427,0.05,100000
470,191.66514472394442,0.05,100000
471,143.77602540082455,0.05,100000
472,225.34097909915835,0.05,100000
473,204.171299780307,0.05,100000
474,-79.61188539436812,0.05,100000
475,-80.5951878285669,0.05,100000
476,130.53732704318375,0.05,100000
477,159.77479617106582,0.05,100000
478,206.70442560415154,0.05,100000
479,199.4344956369539,0.05,100000
480,97.70559472130338,0.05,100000
481,122.86905990702306,0.05,100000
482,94.14834893549332,0.05,100000
483,79.42030203778137,0.05,100000
484,159.90487172439364,0.05,100000
485,152.52031856183748,0.05,100000
486,187.44930595472596,0.05,100000
487,176.438649526748,0.05,100000
488,-105.25968704447804,0.05,100000
489,230.2941013681776,0.05,100000
490,155.3586522666603,0.05,100000
491,-42.87815736960654,0.05,100000
492,144.74514358255183,0.05,100000
493,-67.2951367236225,0.05,100000
494,-47.62483215587718,0.05,100000
495,178.8453618989772,0.05,100000
496,-83.54062295664968,0.05,100000
497,242.54696993400367,0.05,100000
498,-102.83747446703413,0.05,100000
499,-135.0909050428631,0.05,100000
500,192.22337334524286,0.05,100000
501,145.23722004247185,0.05,100000
502,96.30699725337342,0.05,100000
503,144.51433048660454,0.05,100000
504,153.79851548490288,0.05,100000
505,186.60991901061274,0.05,100000
506,155.19414299758645,0.05,100000
507,211.15209100271278,0.05,100000
508,158.0805558013201,0.05,100000
509,158.53441953182053,0.05,100000
510,174.6581620633621,0.05,100000
511,132.88749205083187,0.05,100000
512,219.2988656929371,0.05,100000
513,-74.69570309167018,0.05,100000
514,-59.90380239242357,0.05,100000
515,137.2102383246546,0.05,100000
516,242.35088606025158,0.05,100000
517,217.90449384110258,0.05,100000
518,189.81962416001915,0.05,100000
519,197.7612376644492,0.05,100000
520,180.32283139741745,0.05,100000
521,215.63907703562165,0.05,100000
522,191.08689822194492,0.05,100000
523,152.03140149136576,0.05,100000
524,201.09171893201238,0.05,100000
525,194.52160220546517,0.05,100000
526,-63.30576329455181,0.05,100000
527,165.89851877983267,0.05,100000
528,154.29705434242317,0.05,100000
529,199.79139654234882,0.05,100000
530,192.92048164537675,0.05,100000
531,200.81675185596208,0.05,100000
532,172.7812323655319,0.05,100000
533,172.1872800670804,0.05,100000
534,154.3482493438576,0.05,100000
535,204.26967611704183,0.05,100000
536,146.99623260264434,0.05,100000
537,214.82474000399773,0.05,100000
538,205.98076162639705,0.05,100000
539,244.1056527767712,0.05,100000
540,169.19322639054616,0.05,100000
541,182.66880078647506,0.05,100000
542,213.137705467529,0.05,100000
543,195.1093481563024,0.05,100000
544,190.5042270793425,0.05,100000
545,170.53490308264816,0.05,100000
546,217.00471385276438,0.05,100000
547,184.15262432903938,0.05,100000
548,171.5777779592238,0.05,100000
549,160.7876630073959,0.05,100000
550,225.07992971101052,0.05,100000
551,177.50259901172439,0.05,100000
552,175.71222759699123,0.05,100000
553,203.17938946015659,0.05,100000
554,201.9202839272585,0.05,100000
555,184.73431533026837,0.05,100000
556,213.63438262794352,0.05,100000
557,160.6939581011185,0.05,100000
558,147.8235225783057,0.05,100000
559,145.77945838208348,0.05,100000
560,144.77109487562973,0.05,100000
561,174.1395842431366,0.05,100000
562,173.94408484402302,0.05,100000
563,209.4006845419541,0.05,100000
564,176.57103716659407,0.05,100000
565,177.3835438925051,0.05,100000
566,168.59808463573114,0.05,100000
567,222.2667373806439,0.05,100000
568,225.50906785611522,0.05,100000
569,140.24173374145113,0.05,100000
570,186.02774333658908,0.05,100000
571,215.95189898447697,0.05,100000
572,165.09059452914136,0.05,100000
573,225.86328858409374,0.05,100000
574,180.08158603521645,0.05,100000
575,205.46001704505386,0.05,100000
576,192.82026211174656,0.05,100000
577,215.44064209964168,0.05,100000
578,178.9002059730317,0.05,100000
579,168.98546880909944,0.05,100000
580,161.3763995021371,0.05,100000
581,186.06978847563477,0.05,100000
582,171.27450423072918,0.05,100000
583,198.69858800560237,0.05,100000
584,154.0589257848611,0.05,100000
585,190.05262496147836,0.05,100000
586,199.4019469493448,0.05,100000
587,179.83272485278934,0.05,100000
588,194.8973229489577,0.05,100000
589,194.49166681708164,0.05,100000
590,208.50109103786292,0.05,100000
591,183.2485273436959,0.05,100000
592,226.24917391281662,0.05,100000
593,153.90926558534125,0.05,100000
594,192.59249275931057,0.05,100000
595,212.96036449737835,0.05,100000
596,194.464825443303,0.05,100000
597,222.63735801543183,0.05,100000
598,175.6110376925365,0.05,100000
599,145.59470230684357,0.05,100000
600,199.08109504456212,0.05,100000
601,182.77495235104493,0.05,100000
602,168.8071835828643,0.05,100000
603,180.6779659814262,0.05,100000
604,213.34243348405548,0.05,100000
605,163.55378252493603,0.05,100000
606,132.57772844119538,0.05,100000
607,127.9776344913522,0.05,100000
608,206.2985906202416,0.05,100000
609,187.15430445429752,0.05,100000
610,135.15860043385828,0.05,100000
611,214.35915656154833,0.05,100000
612,146.07355169063302,0.05,100000
613,167.76173007822814,0.05,100000
614,226.36308000496155,0.05,100000
615,196.46021334046964,0.05,100000
616,168.14383576914503,0.05,100000
617,224.59425551077803,0.05,100000
618,215.22046479844374,0.05,100000
619,175.79119076147055,0.05,100000
620,191.62517955381472,0.05,100000
621,173.97978356671223,0.05,100000
622,162.43935657556193,0.05,100000
623,172.7803044004941,0.05,100000
624,155.07786488170586,0.05,100000
625,183.7232998618725,0.05,100000
626,157.1939336999923,0.05,100000
627,176.9281360001753,0.05,100000
628,146.62617030077206,0.05,100000
629,213.6169452372256,0.05,100000
630,189.04728981091603,0.05,100000
631,143.5678514054249,0.05,100000
632,192.53142273103026,0.05,100000
633,152.4645426476974,0.05,100000
634,202.2645935127469,0.05,100000
635,184.11064132679033,0.05,100000
636,210.08832863466063,0.05,100000
637,169.90184870660585,0.05,100000
638,216.75039478594906,0.05,100000
639,192.94964319254905,0.05,100000
640,148.6387813485103,0.05,100000
641,204.60069352983786,0.05,100000
642,189.02911021193427,0.05,100000
643,205.88497584760657,0.05,100000
644,183.5606163092121,0.05,100000
645,179.03639262279188,0.05,100000
646,186.9763205630549,0.05,100000
647,190.95912140029816,0.05,100000
648,174.13561614221473,0.05,100000
649,167.74580239299036,0.05,100000
650,203.03808254798787,0.05,100000
651,192.85936166603761,0.05,100000
652,164.87087493755604,0.05,100000
653,175.35583881715473,0.05,100000
654,183.7684797310066,0.05,100000
655,240.12274983248642,0.05,100000
656,176.92597665710602,0.05,100000
657,211.7907199525512,0.05,100000
658,183.58872417412695,0.05,100000
659,190.24680313123068,0.05,100000
660,196.28410957311831,0.05,100000
661,142.99581885379308,0.05,100000
662,179.50474457244312,0.05,100000
663,213.09888720506137,0.05,100000
664,188.11511843026642,0.05,100000
665,172.58970369327852,0.05,100000
666,203.4156781128207,0.05,100000
667,241.37438893262402,0.05,100000
668,222.73505848010194,0.05,100000
669,211.958363103918,0.05,100000
670,191.8705788668807,0.05,100000
671,185.64793743138,0.05,100000
672,193.49248500040443,0.05,100000
673,183.56130086029128,0.05,100000
674,171.8567236021443,0.05,100000
675,191.57198701318745,0.05,100000
676,170.92096093729117,0.05,100000
677,218.81178075787955,0.05,100000
678,222.86087152913524,0.05,100000
679,241.46413715139383,0.05,100000
680,217.54108933874124,0.05,100000
681,150.42901438761817,0.05,100000
682,169.24136667946058,0.05,100000
683,158.328614069823,0.05,100000
684,185.63975547329133,0.05,100000
685,185.8271120580571,0.05,100000
686,194.90345104368976,0.05,100000
687,199.29365332835118,0.05,100000
688,190.11976814625274,0.05,100000
689,168.56278745113335,0.05,100000
690,177.40449645079732,0.05,100000
691,239.11933475369315,0.05,100000
692,184.386379914794,0.05,100000
693,161.2138473410258,0.05,100000
694,151.98325678486265,0.05,100000
695,203.3748216671737,0.05,100000
696,207.05145924060292,0.05,100000
697,202.673083914816,0.05,100000
698,183.00379519798634,0.05,100000
699,185.7463059265033,0.05,100000
700,184.524463703325,0.05,100000
701,187.83699714742238,0.05,100000
702,196.4268424060032,0.05,100000
703,183.07102270484936,0.05,100000
704,190.05338275831815,0.05,100000
705,-63.31180559138486,0.05,100000
706,208.35558097738286,0.05,100000
707,186.10042397447904,0.05,100000
708,165.6238465194244,0.05,100000
709,162.08713725952867,0.05,100000
710,155.04595187119466,0.05,100000
711,206.8756276857634,0.05,100000
712,160.42767594982786,0.05,100000
713,214.32729935294583,0.05,100000
714,235.88182484590976,0.05,100000
715,228.61680035139855,0.05,100000
716,188.978340191121,0.05,100000
717,162.6130783301429,0.05,100000
718,225.70069417334633,0.05,100000
719,196.14886029132742,0.05,100000
720,202.31566838172938,0.05,100000
721,202.77879299634077,0.05,100000
722,219.762987549722,0.05,100000
723,210.51852506291513,0.05,100000
724,219.52561478281186,0.05,100000
725,234.14555618208183,0.05,100000
726,188.86467667834242,0.05,100000
727,225.51257490827476,0.05,100000
728,216.61814007527073,0.05,100000
729,214.76237036039794,0.05,100000
730,224.23218343213316,0.05,100000
731,222.2717604843143,0.05,100000
732,231.23181352522926,0.05,100000
733,190.38462157641686,0.05,100000
734,220.969313631336,0.05,100000
735,200.39502575002984,0.05,100000
736,230.88872896968928,0.05,100000
737,201.07506946877854,0.05,100000
738,198.32736091466106,0.05,100000
739,192.0414703977306,0.05,100000
740,232.5398803203701,0.05,100000
741,220.49608160264393,0.05,100000
742,223.16683389966167,0.05,100000
743,235.41083655470015,0.05,100000
744,240.93362078607953,0.05,100000
745,232.1758101204078,0.05,100000
746,231.35759414417026,0.05,100000
747,222.07010456233485,0.05,100000
748,232.50168933533928,0.05,100000
749,234.40246726752147,0.05,100000
750,220.01062214001993,0.05,100000
751,204.32904076671525,0.05,100000
752,214.74749351171528,0.05,100000
